exercise_type_id,step_id,step_text,step_next_step_id,format,score,is_first_step,possible_answer_id,possible_answer_next_step_id,answer_text,answer_interpretation
1488,13720,"<p><span class=""equationBlot"" contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{Q_h}\:=\:\mathit{W+Q_c}\:\Rightarrow\:\:\mathit{W}=\:\mathit{Q_h}-\mathit{Q_c}""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__strut--bottom"" style=""height:0.9em;vertical-align:-0.2em""></span><span class=""ML__base""><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__mathit"" style=""margin-right:0.14em;margin-left:0.28em"">W</span><span class=""ML__mathit"" style=""margin-left:0.23em"">+</span><span class=""ML__mathit"" style=""margin-left:0.23em"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⇒</span><span class=""mediumspace""></span><span class=""mediumspace""></span><span class=""ML__mathit"" style=""margin-right:0.14em;margin-left:0.28em"">W</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__mathit"" style=""margin-left:0.28em"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"" style=""margin-left:0.23em"">−</span><span class=""ML__mathit"" style=""margin-left:0.23em"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span></p>",13723,,,false,,,,
1488,13719,<p>Energy leaves as work done by the engine <strong>and</strong> as waste heat expelled to the cold reservoir. </p>,13708,,,false,,,,
1488,13713,"<p>From the first law of thermodynamics, we know that energy is conserved. Since the state of the engine must be unchanged at the end of the cycle, the energy absorbed must be equal to the energy expelled. </p>",13737,,,false,,,,
1488,13737,"<p>Energy enters as heat from the hot reservoir: <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{Q_h}""><span class=""ML__strut"" style=""height:0.69em""></span><span class=""ML__strut--bottom"" style=""height:0.88em;vertical-align:-0.19em""></span><span class=""ML__base""><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span>﻿</span></p>",13708,,,false,,,,
1488,13738,"<p>During an isothermal expansion, heat is absorbed by the engine from the hot reservoir so the entropy extracted from the hot reservoir is <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\Delta\mathit{S_{h}}=\frac{\mathit{Q_{h}}}{\mathit{T_{h}}}""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.2em;vertical-align:-0.83em""></span><span class=""ML__base""><span class=""ML__cmr"">Δ</span><span class=""ML__mathit"" style=""margin-right:0.06em"">S</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span> </p>",13727,,,false,,,,
1488,13731,<p>The cost is the energy that is supplied to the engine.</p>,13710,,,false,,,,
1488,13734,<p>Don't forget to convert the temperatures from degrees Celsius to Kelvin.</p>,13716,,,false,,,,
1488,13721,<p>Don't forget to convert the temperatures from degrees Celsius to Kelvin.</p>,13709,,,false,,,,
1488,13730,"<p>So the efficiency of the Carnot engine is</p><p> <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{e}=1-\frac{\mathit{T_{c}}}{\mathit{T_{h}}}""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.2em;vertical-align:-0.83em""></span><span class=""ML__base""><span class=""ML__mathit"">e</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""ML__cmr"" style=""margin-left:0.28em"">1</span><span class=""ML__cmr"" style=""margin-left:0.23em"">−</span><span class=""mfrac"" style=""margin-left:0.23em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span></p>",13716,,,false,,,,
1488,13722,"<p><span class=""equationBlot"" contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{e}=\:\frac{benefit}{cost}\:=\:\frac{\mathit{W}}{\mathit{Q_h}}""><span class=""ML__strut"" style=""height:1.38em""></span><span class=""ML__strut--bottom"" style=""height:2.26em;vertical-align:-0.88em""></span><span class=""ML__base""><span class=""ML__mathit"">e</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.38em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">cost</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">bene</span><span class=""ML__cmr"" style=""margin-right:0.08em"">f</span><span class=""ML__cmr"">it</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.69em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">W</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.89em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span></p>",13713,,,false,,,,
1488,13718,"<p><span class=""equationBlot"" contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\Delta\mathit{S_h}=\:\Delta\mathit{S_c}\:\Rightarrow\:\mathit{\frac{Q_h}{T_h}}\:=\:\mathit{\frac{Q_c}{T_c}}\:\operatorname{\Rightarrow}\:\mathit{\frac{Q_c}{Q_h}\:=\:\frac{T_c}{T_h}}""><span class=""ML__strut"" style=""height:1.37em""></span><span class=""ML__strut--bottom"" style=""height:2.25em;vertical-align:-0.88em""></span><span class=""ML__base""><span class=""ML__cmr"">Δ</span><span class=""ML__mathit"" style=""margin-right:0.06em"">S</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">Δ</span><span class=""ML__mathit"" style=""margin-right:0.06em"">S</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">⇒</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""op-group"" style=""margin-left:0.17em""><span><span class=""ML__cmr"">⇒</span></span></span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.17em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.89em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""mediumspace""></span><span class=""ML__mathit"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.37em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.84em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span></p>",13730,,,false,,,,
